age_difference;same_gender;setting;frequency;initiator;help;other_age;other_gender;role;hierarchy;rel_quality;geo_distance;years_known;depth_acquaintance;contact_freq;shared_interests;formality_level;Sociality
4;1;work;occasional;you;receiving;62;Female;supervisor;Higher;1;v-far;>10 years;2;2;2;3;3
4;1;work;regular;none;neither;62;Female;supervisor;Higher;1;v-far;>10 years;2;2;2;3;5
9;0;family;regular;none;neither;67;Male;partner;Lower;1;v-close;>10 years;5;5;4;1;5
9;0;family;occasional;you;neither;67;Male;partner;Lower;1;v-close;>10 years;5;5;4;1;4
-33;0;casual;regular;none;neither;25;Male;extendedFamily;Lower;-2;v-far;>10 years;2;2;1;3;6
0;1;casual;occasional;you;receiving;58;Female;friend;None;1;v-close;2-5 years;3;3;4;2;4
-33;0;casual;occasional;other;giving;25;Male;extendedFamily;Lower;-2;v-far;>10 years;2;2;1;3;5
4;1;casual;occasional;none;neither;62;Female;supervisor;Higher;1;v-far;>10 years;2;2;2;3;4
12;0;work;occasional;you;receiving;52;Female;supervisor;Higher;1;far;<2 years;2;2;2;4;3
-35;0;family;regular;none;neither;5;Female;child;Lower;1;v-close;2-5 years;4;5;2;5;4
-35;0;family;occasional;you;neither;5;Female;child;Lower;1;v-close;2-5 years;4;5;2;5;5
-35;0;family;occasional;other;neither;5;Female;child;Lower;1;v-close;2-5 years;4;5;2;5;6
12;0;sport;regular;none;neither;52;Female;supervisor;Higher;1;far;<2 years;2;2;2;4;6
15;1;sport;occasional;other;neither;55;Male;friend;None;2;v-close;2-5 years;3;3;4;2;3
7;1;casual;regular;none;neither;47;Male;other;None;-2;far;2-5 years;2;1;3;1;6
15;1;casual;occasional;other;giving;55;Male;friend;None;2;v-close;2-5 years;3;3;4;2;3
5;0;work;occasional;you;receiving;35;Male;supervisor;Higher;1;v-close;<2 years;3;5;3;5;4
5;0;work;regular;none;neither;35;Male;supervisor;Higher;1;v-close;<2 years;3;5;3;5;4
39;1;family;occasional;you;neither;69;Female;parent;Higher;-1;v-far;>10 years;4;2;3;5;4
19;0;family;occasional;other;neither;49;Male;partner;Higher;1;v-close;5-10 years;3;5;5;5;2
5;0;sport;regular;none;neither;35;Male;supervisor;Higher;1;v-close;<2 years;3;5;3;5;6
5;0;casual;regular;none;neither;35;Male;supervisor;Higher;1;v-close;<2 years;3;5;3;5;5
15;1;casual;occasional;you;receiving;45;Female;friend;None;2;v-close;2-5 years;3;3;3;2;5
5;0;casual;occasional;none;neither;35;Male;supervisor;Higher;1;v-close;<2 years;3;5;3;5;5
26;1;work;occasional;you;receiving;50;Female;supervisor;Higher;1;v-close;<2 years;2;3;;4;4
16;1;work;regular;none;neither;40;Female;coWorker;Higher;1;v-close;<2 years;2;4;;3;5
34;1;family;regular;none;neither;58;Female;parent;Higher;2;v-close;>10 years;5;5;5;1;6
34;1;family;occasional;other;neither;58;Female;parent;Higher;2;v-close;>10 years;5;5;5;1;3
0;1;sport;regular;none;neither;24;Female;other;None;-1;v-close;5-10 years;2;1;2;1;6
0;1;casual;regular;none;neither;24;Female;friend;None;2;close;>10 years;5;5;5;1;4
0;1;casual;occasional;you;receiving;24;Female;friend;None;2;close;>10 years;5;5;5;1;5
0;1;casual;occasional;other;giving;24;Female;other;None;-1;v-close;5-10 years;2;1;2;1;4
22;0;work;occasional;other;giving;52;Male;other;Higher;0;v-close;5-10 years;1;2;;4;3
27;0;work;regular;none;neither;57;Male;supervisor;Higher;1;close;>10 years;2;1;;5;6
0;0;family;regular;none;neither;30;Male;partner;None;2;v-close;>10 years;5;5;4;1;6
0;0;family;occasional;other;neither;30;Male;partner;None;2;v-close;>10 years;5;5;4;1;4
22;0;sport;occasional;other;neither;52;Male;other;Higher;0;v-close;5-10 years;1;2;;4;4
22;0;casual;occasional;you;receiving;52;Male;other;Higher;0;v-close;5-10 years;1;2;;4;6
-3;0;casual;occasional;other;giving;27;Male;friend;None;-1;v-far;5-10 years;3;1;2;1;4
-5;1;casual;occasional;none;neither;25;Female;friend;None;2;v-far;2-5 years;4;5;4;1;5
21;1;work;occasional;you;receiving;55;Male;supervisor;Higher;1;v-close;5-10 years;2;2;2;5;3
21;1;work;regular;none;neither;55;Male;supervisor;Higher;1;v-close;5-10 years;2;2;2;5;4
31;0;family;regular;none;neither;65;Female;parent;Higher;1;close;>10 years;4;2;2;2;4
31;0;family;occasional;you;neither;65;Female;parent;Higher;1;close;>10 years;4;2;2;2;5
30;0;sport;regular;none;neither;64;Female;extendedFamily;None;-2;v-close;>10 years;4;1;1;4;4
30;0;sport;occasional;other;neither;64;Female;extendedFamily;None;-2;v-close;>10 years;4;1;1;4;3
-1;1;casual;regular;none;neither;33;Male;friend;None;1;close;>10 years;3;1;3;2;2
22;0;casual;occasional;none;neither;56;Female;neighbour;None;0;v-close;<2 years;1;2;1;4;4
-2;0;work;occasional;you;receiving;61;Male;supervisor;Higher;2;v-close;>10 years;4;4;4;3;4
-2;0;work;regular;none;neither;61;Male;supervisor;Higher;2;v-close;>10 years;4;4;4;3;6
-2;0;family;occasional;you;neither;61;Male;sibling;None;2;v-far;>10 years;5;5;5;1;6
-2;0;family;occasional;other;neither;61;Male;sibling;None;2;v-far;>10 years;5;5;5;1;6
2;1;sport;regular;none;neither;65;Female;groupMember;None;-1;v-close;>10 years;3;3;3;1;6
2;1;casual;occasional;you;receiving;65;Female;friend;None;2;v-close;5-10 years;2;5;5;1;6
2;1;casual;occasional;other;giving;65;Female;friend;None;2;v-close;5-10 years;2;5;5;1;6
0;0;casual;occasional;none;neither;63;Male;friend;None;2;close;>10 years;5;5;5;1;6
5;1;work;occasional;other;giving;27;Female;coWorker;Higher;1;v-close;<2 years;2;4;3;2;4
4;0;family;regular;none;neither;26;Male;sibling;None;1;v-close;>10 years;5;4;4;1;6
4;0;family;occasional;you;neither;26;Male;sibling;None;1;v-close;>10 years;5;4;4;1;6
4;0;family;occasional;other;neither;26;Male;sibling;None;1;v-close;>10 years;5;4;4;1;6
3;1;sport;occasional;other;neither;25;Female;coWorker;None;-1;v-close;<2 years;5;5;3;1;5
0;1;casual;regular;none;neither;22;Female;friend;None;2;v-far;2-5 years;5;4;5;1;4
0;1;casual;occasional;you;receiving;22;Female;friend;None;2;v-far;2-5 years;5;4;5;1;5
3;1;casual;occasional;other;giving;25;Female;coWorker;None;-1;v-close;<2 years;5;5;3;1;6
-4;0;work;occasional;other;giving;19;Female;friend;None;1;v-far;5-10 years;4;3;3;1;4
8;0;work;occasional;you;receiving;31;Male;supervisor;Higher;0;v-far;<2 years;2;1;2;3;3
8;0;work;regular;none;neither;31;Male;supervisor;Higher;0;v-far;<2 years;2;1;2;3;3
29;0;family;occasional;other;neither;52;Male;parent;Higher;-2;v-far;>10 years;4;1;2;3;6
-4;0;casual;regular;none;neither;19;Female;friend;None;1;v-far;5-10 years;4;3;3;1;5
8;0;casual;occasional;you;receiving;31;Male;supervisor;Higher;0;v-far;<2 years;2;1;2;3;6
-4;0;casual;occasional;other;giving;19;Male;friend;None;1;v-far;<2 years;2;3;3;1;4
-4;0;casual;occasional;none;neither;19;Male;friend;None;1;v-far;<2 years;2;3;3;1;6
-1;1;work;occasional;other;giving;19;Female;friend;None;2;v-close;2-5 years;5;5;4;1;1
15;1;work;regular;none;neither;35;Female;supervisor;Higher;1;v-far;2-5 years;2;1;1;4;1
22;1;family;regular;none;neither;42;Female;parent;None;-2;close;5-10 years;4;2;1;3;1
23;0;family;occasional;you;neither;43;Male;parent;Higher;-2;close;>10 years;4;2;2;3;1
15;1;sport;occasional;other;neither;35;Female;supervisor;Higher;1;v-far;2-5 years;2;1;1;4;6
-1;1;casual;regular;none;neither;19;Female;friend;None;2;v-close;2-5 years;5;5;4;1;4
0;1;casual;occasional;you;receiving;20;Female;friend;None;-2;v-close;2-5 years;2;1;2;1;6
0;1;casual;occasional;none;neither;20;Female;friend;None;-2;v-close;2-5 years;2;1;2;1;1
30;1;work;occasional;other;giving;60;Female;supervisor;Higher;1;v-close;<2 years;2;2;2;4;5
33;0;family;regular;none;neither;63;Male;parent;Higher;2;v-far;>10 years;4;4;3;1;6
33;0;family;occasional;you;neither;63;Male;parent;Higher;2;v-far;>10 years;4;4;3;1;6
33;0;family;occasional;other;neither;63;Male;parent;Higher;2;v-far;>10 years;4;4;3;1;4
30;1;sport;regular;none;neither;60;Female;supervisor;Higher;1;v-close;<2 years;2;2;2;4;6
0;1;casual;regular;none;neither;30;Female;friend;None;-2;v-far;5-10 years;1;1;2;1;5
30;1;casual;occasional;you;receiving;60;Female;supervisor;Higher;1;v-close;<2 years;2;2;2;4;1
4;1;casual;occasional;none;neither;34;Female;coWorker;Higher;1;v-close;<2 years;2;2;3;1;1
29;0;work;occasional;other;giving;70;Female;supervisor;Higher;-1;v-far;>10 years;2;1;1;5;2
29;0;work;occasional;you;receiving;70;Female;supervisor;Higher;-1;v-far;>10 years;2;1;1;5;2
-30;0;family;regular;none;neither;11;Female;child;Lower;2;v-close;>10 years;5;5;3;2;6
-30;0;family;occasional;other;neither;11;Female;child;Lower;2;v-close;>10 years;5;5;3;2;6
-1;1;sport;regular;none;neither;40;Male;coWorker;Higher;-1;v-close;2-5 years;3;3;2;5;6
-1;1;sport;occasional;other;neither;40;Male;coWorker;Higher;-1;v-close;2-5 years;3;3;2;5;2
-6;1;casual;regular;none;neither;35;Male;other;None;0;v-close;2-5 years;1;1;;1;6
-1;1;casual;occasional;you;receiving;40;Male;coWorker;Higher;-1;v-close;2-5 years;3;3;2;5;6
10;0;work;occasional;other;giving;50;Female;friend;None;1;v-close;>10 years;3;3;3;1;4
-7;1;work;regular;none;neither;33;Male;coWorker;Lower;-2;v-close;2-5 years;2;5;2;3;5
36;0;family;regular;none;neither;76;Female;parent;Higher;-1;v-close;>10 years;3;4;2;1;4
36;0;family;occasional;you;neither;76;Female;parent;Higher;-1;v-close;>10 years;3;4;2;1;4
10;0;sport;regular;none;neither;50;Female;friend;None;1;v-close;>10 years;3;3;3;1;5
10;0;sport;occasional;other;neither;50;Female;friend;None;1;v-close;>10 years;3;3;3;1;5
7;0;casual;regular;none;neither;47;Female;neighbour;None;1;v-close;2-5 years;2;2;2;2;5
10;0;casual;occasional;other;giving;50;Female;friend;None;1;v-close;>10 years;3;3;3;1;5
31;0;work;occasional;other;giving;51;Female;supervisor;Higher;1;v-close;5-10 years;3;3;3;3;5
31;0;work;occasional;you;receiving;51;Female;supervisor;Higher;1;v-close;5-10 years;3;3;3;3;4
30;0;family;regular;none;neither;50;Other;parent;Higher;2;v-close;>10 years;5;5;5;4;5
30;0;family;occasional;you;neither;50;Other;parent;Higher;2;v-close;>10 years;5;5;5;4;4
-3;1;sport;occasional;other;neither;17;Male;friend;None;2;v-close;<2 years;5;5;5;5;5
-3;1;casual;occasional;you;receiving;17;Male;friend;None;2;v-close;<2 years;5;5;5;5;6
1;1;casual;occasional;other;giving;21;Male;friend;None;-1;v-close;5-10 years;4;4;2;3;5
1;1;casual;occasional;none;neither;21;Male;friend;None;-1;v-close;5-10 years;4;4;2;3;5
11;0;work;occasional;other;giving;40;Male;supervisor;Higher;1;v-close;2-5 years;3;4;5;2;4
11;0;work;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;2-5 years;3;4;5;2;3
11;0;work;regular;none;neither;40;Male;supervisor;Higher;1;v-close;2-5 years;3;4;5;2;4
34;1;family;occasional;you;neither;63;Female;parent;None;2;v-close;>10 years;5;5;4;1;6
21;0;sport;regular;none;neither;50;Male;other;None;1;v-close;<2 years;2;2;4;3;5
1;0;sport;occasional;other;neither;30;Male;friend;None;2;v-close;>10 years;5;5;4;1;4
11;0;casual;occasional;you;receiving;40;Male;supervisor;Higher;1;v-close;2-5 years;3;4;5;2;6
21;0;casual;occasional;none;neither;50;Male;other;None;1;v-close;<2 years;2;2;4;3;6
20;1;work;occasional;other;giving;60;Female;friend;None;2;v-close;2-5 years;4;3;3;2;3
18;1;work;regular;none;neither;58;Female;supervisor;Higher;2;close;>10 years;2;2;2;4;6
-25;1;family;regular;none;neither;15;Female;child;None;2;close;>10 years;5;5;4;1;5
-25;1;family;occasional;other;neither;15;Female;child;None;2;close;>10 years;5;5;4;1;4
26;1;sport;occasional;other;neither;66;Female;neighbour;None;-1;v-close;5-10 years;1;2;2;3;4
18;1;casual;occasional;you;receiving;58;Female;supervisor;Higher;2;close;>10 years;2;2;2;4;5
10;1;casual;occasional;other;giving;50;Female;neighbour;None;-1;v-close;2-5 years;4;2;1;2;4
20;1;casual;occasional;none;neither;60;Female;friend;None;2;v-close;2-5 years;4;3;3;2;4
5;1;work;occasional;you;receiving;70;Female;supervisor;Higher;2;v-close;2-5 years;3;3;2;3;5
-1;0;family;regular;none;neither;64;Male;parent;None;2;v-close;>10 years;5;5;2;3;2
-1;0;family;occasional;you;neither;64;Male;parent;None;2;v-close;>10 years;5;5;2;3;5
-1;0;family;occasional;other;neither;64;Male;parent;None;2;v-close;>10 years;5;5;2;3;4
5;1;sport;regular;none;neither;70;Female;supervisor;Higher;2;v-close;2-5 years;3;3;2;3;5
-11;1;sport;occasional;other;neither;54;Female;friend;None;-1;v-close;>10 years;3;1;3;1;5
-10;1;casual;occasional;other;giving;55;Female;friend;None;1;v-close;5-10 years;2;3;2;1;4
2;1;casual;occasional;none;neither;67;Female;friend;None;1;v-close;>10 years;4;3;2;1;5
31;0;work;occasional;other;giving;65;Male;coWorker;Higher;-2;v-close;<2 years;2;1;1;2;4
11;0;work;occasional;you;receiving;45;Male;supervisor;Higher;1;v-close;<2 years;3;4;2;2;1
31;0;work;regular;none;neither;65;Male;coWorker;Higher;-2;v-close;<2 years;2;1;1;2;5
29;1;family;occasional;you;neither;63;Female;parent;None;2;v-far;>10 years;5;5;4;1;5
1;1;sport;occasional;other;neither;35;Female;friend;None;2;v-far;>10 years;4;3;4;1;1
-4;1;casual;regular;none;neither;30;Female;friend;None;1;v-close;<2 years;2;3;3;1;5
1;1;casual;occasional;you;receiving;35;Female;friend;None;2;v-far;>10 years;4;3;4;1;5
11;0;casual;occasional;none;neither;45;Male;supervisor;Higher;1;v-close;<2 years;3;4;2;2;4
16;0;work;occasional;you;receiving;55;Female;supervisor;Higher;2;v-far;5-10 years;3;3;3;4;3
16;0;work;regular;none;neither;55;Female;supervisor;Higher;2;v-far;5-10 years;3;3;3;4;6
-1;0;family;occasional;you;neither;38;Female;partner;None;1;v-close;>10 years;5;5;2;3;6
-1;0;family;occasional;other;neither;38;Female;partner;None;1;v-close;>10 years;5;5;2;3;4
16;0;sport;regular;none;neither;55;Female;supervisor;Higher;2;v-far;5-10 years;3;3;3;4;6
6;0;sport;occasional;other;neither;45;Female;supervisor;Higher;-1;v-far;<2 years;1;2;;5;4
-1;1;casual;regular;none;neither;38;Male;friend;None;1;v-close;<2 years;2;1;4;1;2
6;0;casual;occasional;other;giving;45;Female;supervisor;Higher;-1;v-far;<2 years;1;2;;5;5
-7;1;work;regular;none;neither;32;Female;coWorker;Lower;2;close;<2 years;2;2;4;1;3
33;0;family;regular;none;neither;72;Male;parent;Higher;-2;v-far;>10 years;2;1;1;5;3
33;0;family;occasional;you;neither;72;Male;parent;Higher;-2;v-far;>10 years;2;1;1;5;5
33;0;family;occasional;other;neither;72;Male;parent;Higher;-2;v-far;>10 years;2;1;1;5;6
-4;0;sport;regular;none;neither;35;Male;friend;None;2;v-far;5-10 years;5;3;4;1;2
-7;1;casual;regular;none;neither;32;Female;coWorker;Lower;2;close;<2 years;2;2;4;1;4
-4;0;casual;occasional;you;receiving;35;Male;friend;None;2;v-far;5-10 years;5;3;4;1;6
4;1;casual;occasional;other;giving;43;Female;supervisor;Higher;1;close;5-10 years;3;3;4;4;5
-12;1;work;occasional;you;receiving;35;Male;supervisor;Lower;-1;v-close;2-5 years;2;2;1;3;3
-12;1;work;regular;none;neither;35;Male;supervisor;Lower;-1;v-close;2-5 years;2;2;1;3;4
0;0;family;occasional;you;neither;47;Female;partner;None;0;v-close;>10 years;4;4;4;4;3
0;0;family;occasional;other;neither;47;Female;partner;None;0;v-close;>10 years;4;4;4;4;4
-3;1;sport;regular;none;neither;44;Male;friend;None;0;v-close;>10 years;3;2;2;2;3
-12;1;sport;occasional;other;neither;35;Male;supervisor;Lower;-1;v-close;2-5 years;2;2;1;3;2
-7;0;casual;regular;none;neither;40;Female;supervisor;Higher;0;v-close;<2 years;1;2;1;2;2
-12;1;casual;occasional;other;giving;35;Male;supervisor;Lower;-1;v-close;2-5 years;2;2;1;3;2
8;1;work;occasional;you;receiving;70;Male;supervisor;Higher;1;v-far;5-10 years;4;1;2;3;5
-25;0;family;regular;none;neither;37;Female;child;None;2;close;>10 years;5;3;4;3;4
-25;0;family;occasional;you;neither;37;Female;child;None;2;close;>10 years;5;3;4;3;4
-25;0;family;occasional;other;neither;37;Female;child;None;2;close;>10 years;5;3;4;3;5
-7;0;sport;occasional;other;neither;55;Female;other;None;0;close;5-10 years;2;2;1;1;5
6;1;casual;regular;none;neither;68;Male;friend;None;2;v-close;5-10 years;3;3;3;1;1
6;1;casual;occasional;you;receiving;68;Male;friend;None;2;v-close;5-10 years;3;3;3;1;6
-7;0;casual;occasional;none;neither;55;Female;friend;None;-1;close;>10 years;5;3;2;1;4
-3;0;work;occasional;you;receiving;35;Female;supervisor;Higher;2;v-far;2-5 years;2;2;4;3;4
-3;0;work;regular;none;neither;35;Female;supervisor;Higher;2;v-far;2-5 years;2;2;4;3;5
-5;0;family;occasional;you;neither;33;Female;sibling;None;1;v-far;>10 years;5;3;3;1;5
-5;0;family;occasional;other;neither;33;Female;sibling;None;1;v-far;>10 years;5;3;3;1;6
-8;0;sport;regular;none;neither;30;Female;friend;None;2;far;5-10 years;5;5;5;1;6
-5;0;sport;occasional;other;neither;33;Female;other;Lower;-2;v-close;5-10 years;5;1;2;1;4
-3;0;casual;regular;none;neither;35;Female;supervisor;Higher;2;v-far;2-5 years;2;2;4;3;4
-8;0;casual;occasional;none;neither;30;Female;friend;None;2;far;5-10 years;5;5;5;1;5
2;1;work;occasional;other;giving;31;Male;friend;None;1;v-close;>10 years;4;4;4;1;4
32;1;work;occasional;you;receiving;61;Male;supervisor;Higher;1;v-close;>10 years;3;2;3;3;4
32;1;work;regular;none;neither;61;Male;supervisor;Higher;1;v-close;>10 years;3;2;3;3;5
4;0;family;regular;none;neither;33;Female;partner;None;-1;v-close;2-5 years;4;2;4;;5
2;1;sport;regular;none;neither;31;Male;friend;None;1;v-close;>10 years;4;4;4;1;6
2;1;sport;occasional;other;neither;31;Male;friend;None;1;v-close;>10 years;4;4;4;1;5
-1;0;casual;occasional;other;giving;28;Female;friend;None;1;v-close;>10 years;2;2;3;3;5
2;1;casual;occasional;none;neither;31;Male;friend;None;1;v-close;>10 years;4;4;4;1;6
-8;1;work;occasional;other;giving;16;Male;friend;None;2;close;5-10 years;5;4;5;1;4
36;1;work;occasional;you;receiving;60;Male;supervisor;Higher;1;close;2-5 years;4;3;4;3;2
11;0;family;regular;none;neither;35;Other;extendedFamily;Lower;-1;v-close;>10 years;5;4;1;2;3
11;0;family;occasional;other;neither;35;Other;extendedFamily;Lower;-1;v-close;>10 years;5;4;1;2;4
-8;1;casual;regular;none;neither;16;Male;friend;None;2;close;5-10 years;5;4;5;1;6
-8;1;casual;occasional;you;receiving;16;Male;groupMember;None;-2;close;<2 years;3;3;2;4;5
-8;1;casual;occasional;other;giving;16;Male;friend;None;2;close;5-10 years;5;4;5;1;2
-8;1;casual;occasional;none;neither;16;Male;friend;None;2;close;5-10 years;5;4;5;1;6
-10;0;work;occasional;you;receiving;60;Female;supervisor;Higher;-2;v-close;5-10 years;5;1;1;1;1
-10;0;work;regular;none;neither;60;Female;supervisor;Higher;-2;v-close;5-10 years;5;1;1;1;5
0;0;family;occasional;you;neither;70;Female;partner;None;2;v-close;>10 years;5;5;5;5;1
0;0;family;occasional;other;neither;70;Female;partner;None;2;v-close;>10 years;5;5;5;5;1
-20;0;sport;occasional;other;neither;50;Female;supervisor;Higher;-2;v-close;5-10 years;3;1;1;1;1
-20;0;casual;regular;none;neither;50;Female;supervisor;Higher;-2;v-close;5-10 years;3;1;1;1;1
-25;1;casual;occasional;you;receiving;45;Male;friend;None;0;v-close;5-10 years;2;2;3;1;1
-10;0;casual;occasional;other;giving;60;Female;supervisor;Higher;-2;v-close;5-10 years;5;1;1;1;3
-7;1;work;regular;none;neither;35;Female;coWorker;Lower;-1;v-close;2-5 years;1;4;2;3;4
6;0;family;regular;none;neither;48;Male;partner;None;1;v-close;>10 years;5;5;5;5;4
6;0;family;occasional;you;neither;48;Male;partner;None;1;v-close;>10 years;5;5;5;5;4
6;0;family;occasional;other;neither;48;Male;partner;None;1;v-close;>10 years;5;5;5;5;3
-7;1;sport;regular;none;neither;35;Female;coWorker;Lower;-1;v-close;2-5 years;1;4;2;3;5
-7;1;sport;occasional;other;neither;35;Female;coWorker;Lower;-1;v-close;2-5 years;1;4;2;3;4
0;1;casual;regular;none;neither;42;Female;friend;None;2;close;>10 years;5;4;4;3;4
3;1;casual;occasional;none;neither;45;Female;friend;None;1;v-close;2-5 years;2;2;3;3;4
27;0;work;occasional;other;giving;54;Female;supervisor;Higher;2;v-close;>10 years;5;5;3;3;6
27;0;work;occasional;you;receiving;54;Female;supervisor;Higher;2;v-close;>10 years;5;5;3;3;5
1;1;family;regular;none;neither;28;Male;sibling;Higher;2;v-close;>10 years;5;3;5;2;6
-4;0;family;occasional;other;neither;23;Female;sibling;Lower;-1;v-far;>10 years;4;1;2;2;5
27;0;sport;regular;none;neither;54;Female;supervisor;Higher;2;v-close;>10 years;5;5;3;3;1
8;0;sport;occasional;other;neither;35;Female;friend;None;2;v-close;>10 years;5;4;2;1;6
27;0;casual;occasional;you;receiving;54;Female;supervisor;Higher;2;v-close;>10 years;5;5;3;3;5
13;0;casual;occasional;none;neither;40;Female;extendedFamily;None;1;v-close;>10 years;2;2;;4;5
